/media/naveen/D3/TASK/final_data/dicoms/SCD0000101/1.dcm,/media/naveen/D3/TASK/final_data/contourfiles/SC-HF-I-1/i-contours/IM-0001-0001-icontour-manualGT.png
/media/naveen/D3/TASK/final_data/dicoms/SCD0000101/10.dcm,/media/naveen/D3/TASK/final_data/contourfiles/SC-HF-I-1/i-contours/IM-0001-0010-icontour-manualGT.png
/media/naveen/D3/TASK/final_data/dicoms/SCD0000101/100.dcm,/media/naveen/D3/TASK/final_data/contourfiles/SC-HF-I-1/i-contours/IM-0001-0100-icontour-manualGT.png
/media/naveen/D3/TASK/final_data/dicoms/SCD0000101/101.dcm,/media/naveen/D3/TASK/final_data/contourfiles/SC-HF-I-1/i-contours/IM-0001-0101-icontour-manualGT.png
/media/naveen/D3/TASK/final_data/dicoms/SCD0000101/102.dcm,/media/naveen/D3/TASK/final_data/contourfiles/SC-HF-I-1/i-contours/IM-0001-0102-icontour-manualGT.png
/media/naveen/D3/TASK/final_data/dicoms/SCD0000101/103.dcm,/media/naveen/D3/TASK/final_data/contourfiles/SC-HF-I-1/i-contours/IM-0001-0103-icontour-manualGT.png
/media/naveen/D3/TASK/final_data/dicoms/SCD0000101/104.dcm,/media/naveen/D3/TASK/final_data/contourfiles/SC-HF-I-1/i-contours/IM-0001-0104-icontour-manualGT.png
/media/naveen/D3/TASK/final_data/dicoms/SCD0000101/105.dcm,/media/naveen/D3/TASK/final_data/contourfiles/SC-HF-I-1/i-contours/IM-0001-0105-icontour-manualGT.png
/media/naveen/D3/TASK/final_data/dicoms/SCD0000101/106.dcm,/media/naveen/D3/TASK/final_data/contourfiles/SC-HF-I-1/i-contours/IM-0001-0106-icontour-manualGT.png
/media/naveen/D3/TASK/final_data/dicoms/SCD0000101/107.dcm,/media/naveen/D3/TASK/final_data/contourfiles/SC-HF-I-1/i-contours/IM-0001-0107-icontour-manualGT.png
/media/naveen/D3/TASK/final_data/dicoms/SCD0000101/108.dcm,/media/naveen/D3/TASK/final_data/contourfiles/SC-HF-I-1/i-contours/IM-0001-0108-icontour-manualGT.png
/media/naveen/D3/TASK/final_data/dicoms/SCD0000101/109.dcm,/media/naveen/D3/TASK/final_data/contourfiles/SC-HF-I-1/i-contours/IM-0001-0109-icontour-manualGT.png
/media/naveen/D3/TASK/final_data/dicoms/SCD0000101/11.dcm,/media/naveen/D3/TASK/final_data/contourfiles/SC-HF-I-1/i-contours/IM-0001-0011-icontour-manualGT.png
/media/naveen/D3/TASK/final_data/dicoms/SCD0000101/110.dcm,/media/naveen/D3/TASK/final_data/contourfiles/SC-HF-I-1/i-contours/IM-0001-0110-icontour-manualGT.png
